id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
786228331433922432,Glamorous 1BR Retreat in Center Square,188679144,1468977843653292721,Elizabeth,,SIXTH WARD,42.65322,-73.76249,Entire home/apt,,30,5,2025-12-31,0.17,11,321,1,
786316043239579100,Elegant newly renovated cozy smart apartment,253824490,1463308175112754076,Tomar,,FIFTH WARD,42.6591503133547,-73.75431932508945,Entire home/apt,,2,38,2026-01-26,1.03,1,27,2,
787023821243442039,*The Allen House* Gorgeous Apartment - Sleeps 8,349460842,1469695254081708328,Scott,,FOURTEENTH WARD,42.6653,-73.7943,Entire home/apt,,1,137,2026-01-01,3.79,17,208,39,
794723189688979530,Newly Renovated| Washer&Dryer|5G Wifi,20144241,1462611969350918116,Vertesol,,FIFTH WARD,42.67283,-73.77367,Entire home/apt,,3,21,2025-12-30,0.63,1,50,8,
795541666227926706,Mads Mansion -Victorian Mansion on Washington Park,493882819,1470223390787852349,Terra,,NINTH WARD,42.656329,-73.7752048,Entire home/apt,,1,7,2025-08-17,0.23,6,275,2,
796231143904004713,Mads Mansion - Room 4,493882819,1470223390787852349,Terra,,NINTH WARD,42.65582,-73.77541,Private room,,1,12,2024-12-01,0.38,6,299,0,
797455132224782470,Albany Medical/colleges/Downtown Albany/ Room O,89705052,1467086595495050432,Share,,TENTH WARD,42.65741,-73.78034,Private room,,2,23,2025-11-11,0.62,2,105,9,
802216634798169031,Mads Mansion - Room 6,493882819,1470223390787852349,Terra,,SIXTH WARD,42.65751,-73.77409,Private room,,1,6,2024-10-13,0.19,6,300,0,
803604897479679272,3br/2ba Near Alb Med & St.Petes.,21886921,1463166332430839208,David,,FOURTEENTH WARD,42.66691,-73.79338,Entire home/apt,,14,5,2025-12-24,0.15,1,8,2,
803682039097862541,Modern and Cozy Pine Hills Home from Early 1900s,265709295,1469405354194816528,Priscela,,THIRTEENTH WARD,42.6702921,-73.7907283,Entire home/apt,,1,48,2026-01-30,2.07,2,290,39,
803814397190632412,Mads Mansion - Room 5,493882819,1470223390787852349,Terra,,NINTH WARD,42.656329,-73.775205,Private room,,1,6,2024-10-11,0.19,6,295,0,
803867986023966300,Mads Mansion - Room 1,493882819,1470223390787852349,Terra,,NINTH WARD,42.656329,-73.775205,Private room,,1,10,2025-08-27,0.32,6,299,1,
809524698302742033,Two bedroom apartment near hospitals pet friendly,172658781,1468675849054193840,Jessica,,NINTH WARD,42.65613971519499,-73.79212237894535,Entire home/apt,,30,2,2025-10-20,0.21,1,158,2,
813640070361665090,The front room w/ TV and king size bed,116935236,1462910582703398538,F S,,THIRTEENTH WARD,42.67144,-73.79033,Private room,,2,20,2025-09-05,0.65,5,349,7,
816085193659797849,Cozy Apartment across the Park,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65258,-73.76917,Entire home/apt,,1,51,2025-11-13,1.39,15,365,18,
821566342267452838,COMFY Room/w Private BATH + TV,177073982,1463066913788605267,Cristian,,FOURTEENTH WARD,42.66109,-73.80479,Private room,,180,3,2023-11-30,0.08,2,229,0,
826301775871257033,2 br apt 2 min walk to albanymed offstreet parking,484673863,1463812301581155362,Michaela,,NINTH WARD,42.65613,-73.77469,Entire home/apt,,1,67,2026-01-20,1.84,3,356,44,
831122937768017113,Boho-Chic Cape Conveniently Located,210596861,1469098760288323827,Craig,,FIFTEENTH WARD,42.67076,-73.82612,Entire home/apt,,2,124,2026-01-25,3.47,1,322,34,
841524382518312215,Mellow Cove,462042479,1470081562273400334,Natasha,,SIXTH WARD,42.66008,-73.76977,Entire home/apt,,3,6,2024-07-09,0.20,2,365,0,
841524433909352403,Cozy Cove Away From Home,462042479,1470081562273400334,Natasha,,SIXTH WARD,42.65987,-73.77025,Entire home/apt,,3,12,2023-12-03,0.37,2,365,0,
843481456379840308,Center Square Serenity: 2-Bedroom Elegance,188679144,1468977843653292721,Elizabeth,,SIXTH WARD,42.65483,-73.76353,Entire home/apt,,14,2,2023-09-04,0.06,11,365,0,
845960193409947556,Modern Cottage-Perfect for Families!,268741708,1469420371084299171,Antoinette,,FIRST WARD,42.63504,-73.79833,Entire home/apt,,1,143,2026-02-10,4.05,1,171,46,
846586211673806912,Spacious Home Away from Home!,49372011,1465752744052885633,Philip,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,,2,19,2025-01-24,0.55,1,362,0,
849460179246794510,Your luxury home away from home,1761578,1462577741228520078,Grant,,SIXTH WARD,42.65432,-73.76531,Entire home/apt,,2,2,2025-02-17,0.08,2,164,1,
850173470105833039,Stunning Guest Suite in Historic 1874 Row House,120815848,1468228525761219525,Phat,,SECOND WARD,42.6446,-73.75885,Private room,,1,217,2026-02-07,6.22,1,327,59,
850653820133738660,"Plum room, private queen near Albany Med, UAlbany",20536619,1462613529423158163,Emily,,THIRTEENTH WARD,42.67177,-73.79464,Private room,,28,17,2025-10-11,0.55,13,89,3,
857981934159027424,Updated Historic Brownstone Apt.,60293220,1466741239795455187,David,,THIRD WARD,42.65817,-73.74935,Entire home/apt,,3,27,2025-10-13,0.81,1,357,8,
870292500281763717,A Charming  Quiet Unit in a Two-Family House,510191554,1470293942021613706,He,,FOURTEENTH WARD,42.66947,-73.81607,Entire home/apt,,1,48,2023-12-17,1.39,1,60,0,
870457209918967324,Quiet Room Near Everything,177073982,1463066913788605267,Cristian,,FOURTEENTH WARD,42.66128,-73.80548,Private room,,180,4,2024-03-02,0.14,2,320,0,
881231954286264195,Exposed Brick with Park Views,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65379,-73.76901,Entire home/apt,,1,25,2025-11-13,0.73,15,360,8,
882229561343619620,Modern / Downtown Albany 1 BR APT,512736975,1470305963298869838,Miguelino,,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,,2,76,2026-01-11,2.27,1,236,16,
887179061681202083,The Comfort,459472925,1470068859259063426,Gabriel,,THIRD WARD,42.6628771,-73.76534029999999,Private room,,1,30,2025-06-08,0.90,1,362,1,
888859204851381094,Walk to Downtown Albany: Ten Broeck Triangle Apt!,121680792,1468235421089255785,Evolve,,THIRD WARD,42.6573,-73.7521,Entire home/apt,,2,16,2025-05-17,0.48,5,352,3,
898743867240851780,"Airy 5Br-2Ba,Kids Rm, 6TVs,Pvt Fence-yard&Parking!",516414095,1470323148780791004,Rashawn,,TENTH WARD,42.66087,-73.78655,Entire home/apt,,2,64,2025-11-23,1.97,1,223,15,
902166216060824525,2 bdrm Modern & Hip Apt w/ Patio,47625981,1462707263288165799,Linda,,SEVENTH WARD,42.64787,-73.76707,Entire home/apt,,1,59,2026-01-25,1.82,16,304,11,
902326803627859755,"""The LEO Home"" Private Bedroom 4",349460842,1469695254081708328,Scott,,TENTH WARD,42.66174,-73.78325,Private room,,30,1,2026-01-02,0.67,17,307,1,
904392960639597224,/Luxury Modern Western Hideout\,4259750,1462534529294832741,Peter,,THIRTEENTH WARD,42.6652959,-73.7868778,Entire home/apt,,1,23,2025-12-14,0.70,8,270,5,
905007131419044966,*The Red House* 4 Bedrooms•Beautifully Renovated,349460842,1469695254081708328,Scott,,TENTH WARD,42.66217,-73.78299,Entire home/apt,,1,94,2026-01-30,2.97,17,246,35,
916983723755256572,Luxury apartment near Saint Peter / Albany Med,283643924,1469486022042258531,Joe,,FOURTEENTH WARD,42.65872,-73.79555,Entire home/apt,,1,6,2025-07-31,0.19,1,251,2,
917510613914219375,"R&R | Hospitals, Colleges + Politics",6203319,1462700523222803714,Melissa,,TENTH WARD,42.66261,-73.79158,Private room,,1,17,2025-08-03,0.53,2,89,7,
919055506310955442,Room for rent,502751555,1470260288284691464,Grace,,FIFTH WARD,42.67292,-73.7776,Private room,,1,0,,,1,365,0,
921076441920995839,Work hard! Play hard!,521669673,1470347340308191612,Kody,,THIRD WARD,42.6586,-73.75743,Entire home/apt,,7,3,2024-12-21,0.10,4,268,0,
928948908785846870,Newly Renovated Gem in Melrose - Pet Friendly,441054845,1469990977034908433,Thaddeus,,THIRTEENTH WARD,42.67066,-73.79571,Entire home/apt,,2,93,2026-02-14,2.99,2,208,33,
932642358896439621,Stylish top floor apt w/parking,232967878,1468802372405829537,Diana,,THIRTEENTH WARD,42.67224,-73.79301,Entire home/apt,,2,49,2025-10-21,1.57,11,45,13,
934035097653060273,Mads Mansion - Room 7,493882819,1470223390787852349,Terra,,SIXTH WARD,42.65655,-73.77434,Private room,,1,9,2025-08-23,0.29,6,305,1,
937837897631191844,Hudson 2 at The Argus Hotel,526358730,1470367137726823676,Argus,,SIXTH WARD,42.65867,-73.77479,Private room,,1,2,2023-12-31,0.07,7,97,0,
937917144482762419,Hudson 3 ADA at The Argus Hotel,526358730,1470367137726823676,Argus,,TENTH WARD,42.65908,-73.77456,Private room,,1,9,2025-08-02,0.29,7,73,2,
937927979762952955,Hudson 4 at The Argus Hotel,526358730,1470367137726823676,Argus,,TENTH WARD,42.66043,-73.77432,Private room,,1,3,2025-07-10,0.17,7,112,1,
937935210290408974,Hudson 5 at The Argus Hotel,526358730,1470367137726823676,Argus,,SIXTH WARD,42.65847,-73.77272,Private room,,1,6,2025-05-03,0.21,7,101,1,
937959604296602771,Whalen 2 Deluxe at The Argus Hotel,526358730,1470367137726823676,Argus,,TENTH WARD,42.66003,-73.7732,Private room,,1,1,2025-08-02,0.15,7,111,1,
938266199766701429,Knickerbocker 1 The Argus Hotel,526358730,1470367137726823676,Argus,,TENTH WARD,42.66037,-73.77327,Private room,,1,0,,,7,75,0,
938280419686165005,Historic Carriage House  in Washington Park,526358730,1470367137726823676,Argus,,TENTH WARD,42.66036,-73.7729,Entire home/apt,,1,18,2025-12-27,0.59,7,152,2,
938421117122010799,"The backroom with TV, Queen bed and extra futon",116935236,1462910582703398538,F S,,ELEVENTH WARD,42.6708367,-73.7853116,Private room,,2,27,2025-09-15,0.87,5,161,4,
938431811499141903,The little room with TV and twin bed,116935236,1462910582703398538,F S,,THIRTEENTH WARD,42.66974,-73.78611,Private room,,2,44,2026-01-19,1.41,5,362,16,
942750363293463100,The spacious room w/ tv dresser/desk,116935236,1462910582703398538,F S,,ELEVENTH WARD,42.67034,-73.7851,Private room,,2,20,2025-10-09,0.79,5,339,2,
950211425725610511,"Historic, Spacious Mansion Suite",1717342,1462519919373256389,David,,SIXTH WARD,42.6541815,-73.76086049999999,Entire home/apt,,1,231,2026-01-26,7.60,2,319,83,
950613505102507073,Modern and cozy home,529844022,1470381028518590517,Eraj,,FIRST WARD,42.6376753,-73.76854089999999,Entire home/apt,,1,14,2026-02-08,3.68,1,7,14,
958199983873241221,Oasis Garden Apt w/Queen Bed,172539578,1468674780519988222,David Yisrael,,FIFTEENTH WARD,42.678962799458816,-73.81724461913109,Entire home/apt,,4,20,2025-10-04,0.74,1,211,1,
963920695464462572,Comfy studio in heart of Albany,189586864,1468983213877861643,Justin,,SIXTH WARD,42.65241,-73.77002,Entire home/apt,,1,117,2026-02-05,3.89,1,358,35,
966287799980701967,"Modern 2-bed Apt / Hospitals, SUNY, State Office",374765317,1469762544714882673,Tanjin,,FIFTEENTH WARD,42.67059,-73.81678,Entire home/apt,,3,28,2025-12-17,0.96,1,180,7,
969886763377526954,Abba House historic Retreat - 1st Floor Queen Bed,382970529,1463574448322349045,Thomas,,FOURTEENTH WARD,42.66877,-73.79927,Private room,,1,161,2026-02-01,5.76,17,15,69,
980034348801186320,Chic Madison Parkview,241123402,1469281511815529913,JShing,,SIXTH WARD,42.65312775001394,-73.76950465142727,Entire home/apt,,1,37,2026-02-07,1.30,1,289,16,
983306819910081094,The House That Pat Built,114183978,1468177318288045326,Tyrell,,FIFTH WARD,42.66628,-73.76512,Entire home/apt,,2,7,2025-11-02,0.25,1,74,3,
989010058281318863,Modern 1BR in a great location,75667477,1466929387541484377,Ahmad,,THIRD WARD,42.65515515851637,-73.76052582647431,Entire home/apt,,30,10,2026-02-01,0.35,1,266,4,
990935487146379699,Garden level apartment | Center Sq-great location!,93905065,1467133198053733616,Grace,,SIXTH WARD,42.652599240074956,-73.761780139996,Entire home/apt,,1,37,2025-12-11,1.47,1,85,18,
992119832780871644,Two bedroom close to colleges!,152762198,1468498032337807838,Allen,,FOURTEENTH WARD,42.67098,-73.80695,Entire home/apt,,3,31,2026-02-02,1.08,9,261,16,
992554549672159765,Charming Albany Home w/ Cozy Living Room & Porch,476189412,1470146476912630337,Timothy,,SEVENTH WARD,42.64485687096462,-73.77281881169621,Entire home/apt,,5,21,2025-08-30,0.85,3,301,15,
999161887055542119,"Spacious Apartment Downtown Albany, NY",531209536,1470386116918435368,Amar,,THIRD WARD,42.65762,-73.75116,Entire home/apt,,1,49,2026-01-23,1.73,2,254,17,
1004978540001566331,Elegant Albany Retreat | Mins to D/T & UAlbany,31318080,1465460656968872710,Cindy,,EIGHTH WARD,42.6555,-73.81066,Entire home/apt,,2,84,2026-01-30,3.45,1,239,41,
1005978346817864540,Massive 4BD/3BA 2-Fl Townhouse Apt Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64534889999999,-73.75364650000002,Entire home/apt,,1,93,2026-02-06,3.32,11,352,44,
1010759793485911351,Abba House Historic Retreat - 3rd Flr Twin Bed,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.67003,-73.79771,Private room,,1,73,2026-01-29,2.62,17,26,20,
1010759799610182054,Abba House Historic Retreat - Queen Bed w/ Single,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.66971,-73.79755,Private room,,1,110,2026-02-05,3.96,17,22,52,
1010760496997974537,ABBA House Retreat - King Bed w/ Large Office,382970529,1463574448322349045,Thomas,,FOURTEENTH WARD,42.66806608232022,-73.79824947027458,Private room,,1,12,2025-10-30,0.43,17,26,10,
1012862218478447339,ABBA House Retreat: Centrally Located Grand Manor,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.669899245465515,-73.7977031057611,Entire home/apt,,1,3,2026-01-25,1.36,17,342,3,
1013659440189111738,Abba House Historic Retreat - 2nd Floor Full Bed,382970529,1463574448322349045,Thomas,,FOURTEENTH WARD,42.66873,-73.7993,Private room,,1,52,2025-12-08,1.87,17,11,30,
1015385216942267174,纽约州首府的温馨小屋,182509542,1463079287487627691,Yan,,NINTH WARD,42.6558992,-73.7965699,Private room,,1,0,,,1,76,0,
1016050146219474145,Heart of Albany - Downtown Near Everything,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.65539,-73.76416,Entire home/apt,,1,57,2026-01-10,2.05,7,59,24,
1018295677909928470,ABBA House Retreat- Queen Bed w/ Large Closet,382970529,1463574448322349045,Thomas,,FOURTEENTH WARD,42.66792031298625,-73.79895760671212,Private room,,1,47,2026-01-23,1.72,17,23,31,
1018299533220989494,Abba House Historic Retreat - 2nd Floor Queen Bed,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.66996,-73.79816,Private room,,1,107,2026-01-04,3.88,17,23,32,
1018972187574908115,1 Comfy Bedroom Across the Park,37769478,1465565296852923022,Erion,,SIXTH WARD,42.6535,-73.77046,Entire home/apt,,1,68,2025-12-05,2.49,15,345,14,
1020518500251473070,Downtown Studio,233515764,1469243869147543959,Etem,,SECOND WARD,42.64714,-73.75466,Entire home/apt,,1,187,2026-01-22,7.00,7,229,67,
1020993107237604444,*Beautiful* Spacious Prime DT 1 Bedroom Apt w GYM,47625981,1462707263288165799,Linda,,THIRD WARD,42.6586,-73.76421,Entire home/apt,,1,29,2025-10-26,1.07,16,316,11,
1021011347006185640,*Spacious* Modern 1 Bedroom RARE Apt w GYM,47625981,1462707263288165799,Linda,,THIRD WARD,42.65971,-73.76382,Entire home/apt,,1,33,2026-02-02,1.23,16,309,6,
1034722814589239236,"*Huge, bright, private 2Bedroom*",130404008,1468306677866187635,Michael,,THIRD WARD,42.65711,-73.75133,Entire home/apt,,14,2,2024-09-01,0.11,1,89,0,
1043565517982254841,2 bed room Apartment,212885959,1469112315837239647,Osas,,SECOND WARD,42.63976,-73.75705,Entire home/apt,,1,27,2026-01-10,1.10,1,180,9,
1052381112116173923,Fully Furnished 2BR- 5 min to Albany Med Downtown,52464523,1465849167933258661,Dashima,,FIRST WARD,42.64081,-73.77463,Entire home/apt,,30,9,2025-04-18,0.35,1,320,2,
1056469473906808728,"Bonjour, Bienvenue A Chez Pierre",553112010,1470471539964542907,Lynn,,TWELFTH WARD,42.7149,-73.87649,Private room,,2,1,2024-10-26,0.06,1,268,0,
1061814091773376272,Massive 5BD/4BA 3-Story Duplex @ Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64418,-73.75316,Entire home/apt,,1,23,2026-02-08,0.95,11,347,7,
1062527013885315764,"Nighthawk room, private twin near AMC, UAlbany",20536619,1462613529423158163,Emily,,THIRTEENTH WARD,42.67096,-73.79514,Private room,,4,15,2025-12-02,0.60,13,82,4,
1090781013234004527,Newly renovated cozy apartment !,521669673,1470347340308191612,Kody,,THIRD WARD,42.65975,-73.76311,Entire home/apt,,14,1,2024-11-24,0.07,4,268,0,
1091500387329731524,Triplex oasis w:parking near MVP,232967878,1468802372405829537,Diana,,SECOND WARD,42.64409,-73.75709,Entire home/apt,,2,85,2026-01-13,3.55,11,39,32,
1097995825442731795,Walkable Studio: Restaurants & Fun Just Steps Away,232967878,1468802372405829537,Diana,,SIXTH WARD,42.65269,-73.76567,Entire home/apt,,2,64,2026-01-28,2.71,11,9,26,
1100876731732967826,"Homey, Quiet 2BR W/ Washer Dryer",152762198,1468498032337807838,Allen,,FOURTEENTH WARD,42.67008,-73.80691,Entire home/apt,,3,47,2026-02-12,2.10,9,246,21,
1102984130027939637,Lovely 1 bedroom across the Park,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65289,-73.76834,Entire home/apt,,1,60,2025-11-25,2.54,15,361,18,
1104977057298366617,Abba House historic Retreat - 2nd Floor Queen,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.66943,-73.79882,Private room,,1,56,2025-10-21,2.36,17,26,9,
1105303461851883481,Downtown Brownstone with a View!,14817455,1462947568708012843,Matt,,THIRD WARD,42.65749,-73.75263,Entire home/apt,,2,0,,,1,265,0,
1111221935683053416,Historical Pastures,418250661,1463653071014668004,Stephanie,,THIRD WARD,42.6564469,-73.7507251,Entire home/apt,,2,24,2025-12-01,1.04,2,357,17,
1119691401020641385,Center Square Garden Apt + W/D | Walk to Capitol,472965048,1470133120701424590,Short & Comfy,,SIXTH WARD,42.65348,-73.7637,Entire home/apt,,1,27,2026-01-28,1.19,2,360,19,
1120212616553191970,Historic Garden Retreat in 1858 Row House + W/D,472965048,1470133120701424590,Short & Comfy,,SIXTH WARD,42.65194,-73.76526,Entire home/apt,,1,33,2025-09-15,1.44,2,360,10,
1121699903906738345,Cozy apartment in Albany,1761578,1462577741228520078,Grant,,SIXTH WARD,42.65314,-73.76546,Entire home/apt,,2,6,2025-02-18,0.27,2,259,1,
1123231471304541808,"Modern townhouse 2 Bedrooms, King Bed, parking",10279606,1462836303318100245,Nori,,FIFTEENTH WARD,42.66901,-73.82402,Entire home/apt,,2,82,2026-02-01,3.68,3,348,43,
1124558577325015506,Charming 1BR Near Capitol-Dwntwn,46312980,1465693635129179662,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,,3,6,2025-12-08,0.29,2,187,3,
1124632058968031818,Modern Duplex - Historical Home,46312980,1465693635129179662,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,,5,7,2025-11-12,0.31,2,260,3,
1128332989288304495,Downtown Albany Vacation Rental - Chic & Walkable!,121680792,1468235421089255785,Evolve,,THIRD WARD,42.65783832009679,-73.75382158545102,Entire home/apt,,2,3,2024-07-28,0.15,5,105,0,
1128386510439836615,Welcome home travelers,502037254,1470257337985356382,Andrew,,SEVENTH WARD,42.64893,-73.76886,Entire home/apt,,25,2,2024-08-03,0.10,2,225,0,
1131258472427093335,"Close to MVP/Airport/SUNY; 45m-1Hr: Saratoga, LG!",440509865,1469988841633864492,John,,FIFTEENTH WARD,42.674853495878494,-73.81692445092622,Entire home/apt,,1,97,2026-02-01,5.24,1,346,70,
1134940445251354534,Calling all travelers,521669673,1470347340308191612,Kody,,THIRD WARD,42.65909,-73.75691,Entire home/apt,,14,2,2025-05-15,0.09,4,268,1,
1136433500940918827,"""The LEO Home"" Private Bedroom 1",349460842,1469695254081708328,Scott,,THIRTEENTH WARD,42.66368,-73.78128,Private room,,20,0,,,17,345,0,
1142832011692120213,Booking May 2026! 1Br Apt-Parking-Patio-Guest Fav!,129023424,1468294562732566445,Riccardo,,THIRTEENTH WARD,42.67105,-73.7995,Entire home/apt,,7,9,2025-09-01,0.43,1,262,4,
1146241260871564965,Larson Green,233515764,1469243869147543959,Etem,,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,,1,98,2026-01-29,4.52,7,175,54,
1147092019793504034,Larson Blue,233515764,1469243869147543959,Etem,,SIXTH WARD,42.65274,-73.76779,Entire home/apt,,1,93,2025-12-29,4.27,7,112,39,
1150611568915810847,Albany historic Washington Park,576083630,1470573709838300867,Joseph,,SIXTH WARD,42.6586049,-73.76803290000001,Entire home/apt,,2,18,2026-01-05,0.84,1,267,9,
1158059552251999833,"""The Albany Allen Home"" Private Bedroom 1",349460842,1469695254081708328,Scott,,TENTH WARD,42.66428,-73.79249,Private room,,28,2,2024-11-29,0.11,17,257,0,
1158239701426064904,Funky loft studio,502037254,1470257337985356382,Andrew,,THIRD WARD,42.65845,-73.75926,Entire home/apt,,30,0,,,2,269,0,
1164651175585600815,*Private Entrance* Cozy Apt Bright + Modern W/D,47625981,1462707263288165799,Linda,,SEVENTH WARD,42.64727,-73.76758,Entire home/apt,,1,15,2025-10-12,0.76,16,323,5,
1171795874799450911,Walk to convention center:Lark St:Capital,232967878,1468802372405829537,Diana,,SIXTH WARD,42.65314,-73.7653,Entire home/apt,,2,72,2026-01-18,3.50,11,37,41,
1173390858101803102,New near major medical facility,232967878,1468802372405829537,Diana,,SEVENTH WARD,42.64442,-73.77938,Entire home/apt,,2,29,2025-12-29,1.51,11,42,14,
1174544643387116469,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,1469990977034908433,Thaddeus,,THIRTEENTH WARD,42.66894,-73.79549,Entire home/apt,,2,68,2026-02-09,3.34,2,256,22,
1182574461437954732,Limited Time Listing,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,,1,36,2026-01-28,1.79,7,54,17,
1183457852972127594,Upscale Listing-Heart of Albany,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.65227,-73.7646,Entire home/apt,,1,40,2026-01-15,2.07,7,53,25,
1183460523409924571,Albany Business Class Apartment,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.6524,-73.76351,Entire home/apt,,1,33,2025-10-26,1.65,7,51,26,
1185537980724624711,Empire Plaza Apartment,29483818,1465433984808331817,Ben,,SIXTH WARD,42.65327,-73.76181,Entire home/apt,,1,207,2026-02-12,10.44,1,105,127,
1185591493744586895,"""The Albany Allen Home"" Private Bedroom 3",349460842,1469695254081708328,Scott,,FOURTEENTH WARD,42.66612,-73.79275,Private room,,28,0,,,17,207,0,
1189245100874558445,Beautiful 2 Bedroom with Parking,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65333,-73.7711,Entire home/apt,,1,37,2026-01-26,2.15,15,354,22,
1189249179392132534,Lovely 1 Bedroom with Parking,37769478,1465565296852923022,Erion,,TENTH WARD,42.66215,-73.79048,Entire home/apt,,1,50,2026-01-12,2.58,15,365,28,
1191895319439613036,"Room in Albany, 4 minutes from AMC",32379616,1465475491698528907,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Private room,,28,0,,,5,350,0,
1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,121680792,1468235421089255785,Evolve,,SIXTH WARD,42.655732,-73.764735,Entire home/apt,,5,0,,,5,355,0,
1198592120169206200,"""The LEO Home"" Private Bedroom 2",349460842,1469695254081708328,Scott,,TENTH WARD,42.66269,-73.78163,Private room,,27,0,,,17,323,0,
1201525324551556925,Traveling Medical Professionals,413566290,1469883571234603399,Victoria,,NINTH WARD,42.65506735928797,-73.79768460988998,Private room,,2,6,2025-12-18,0.31,3,5,1,
1208695175897245796,"""The Albany Allen Home"" Private Bedroom 5",349460842,1469695254081708328,Scott,,TENTH WARD,42.6639,-73.7927,Private room,,28,0,,,17,365,0,
1209313814437527365,"Dali room, private queen near AMC, UAlbany",20536619,1462613529423158163,Emily,,THIRTEENTH WARD,42.67318,-73.79345,Private room,,4,4,2025-08-01,0.24,13,88,2,
1223845635352908531,"493 Washington Ave, Albany 12206, 1st Floor",575030103,1470570582349208412,Rehan,,ELEVENTH WARD,42.66332540000001,-73.77422550000001,Entire home/apt,,3,16,2025-10-08,0.98,1,320,11,
1227494196390230149,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,1465829687105391120,Joseph,,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,,3,14,2026-02-08,0.80,2,364,10,
1230257693323535013,King Bed • Workspace • Laundry | Walk to Downtown,106636448,1467292946251360148,Dan,,SIXTH WARD,42.65507161089614,-73.76475094677727,Entire home/apt,,1,76,2026-01-31,5.27,1,244,59,
1233366548908684664,Larson Gold,233515764,1469243869147543959,Etem,,SIXTH WARD,42.65173,-73.76786,Entire home/apt,,1,92,2026-01-30,5.26,7,240,59,
1234376912864523021,Spacious Garden Apt in Center Square,564967431,1470493488948741235,Stephanie,,SIXTH WARD,42.65046806904435,-73.7643479581064,Entire home/apt,,1,2,2024-10-28,0.12,3,350,0,
1237963668912797614,Tasteful…in more ways than one!,382970529,1463574448322349045,Thomas,,SIXTH WARD,42.655070571714035,-73.76151133328676,Entire home/apt,,1,37,2025-12-17,2.16,17,174,17,
1242227342075722524,Nice room in downtown albany,594734396,1470623721755290090,Abdelrahman,,SECOND WARD,42.6425,-73.75889,Private room,,1,40,2025-08-14,2.37,1,356,21,
